Id,Name,Shape,Size
443,functional_15_1/tfc3_6_1/tf_conv_46_1/Sigmoid,1 40 40 64,409600
444,functional_15_1/tfc3_6_1/tf_conv_46_1/mul_1,1 40 40 64,409600
445,functional_15_1/tfc3_6_1/sequential_12_1/tf_bottleneck_9_1/tf_conv_49_1/conv2d_49_1/BiasAdd;functional_15_1/tfc3_6_1/sequential_12_1/tf_bottleneck_9_1/tf_conv_49_1/conv2d_49_1/convolution;,1 40 40 64,409600
446,functional_15_1/tfc3_6_1/sequential_12_1/tf_bottleneck_9_1/tf_conv_49_1/Sigmoid,1 40 40 64,409600
447,functional_15_1/tfc3_6_1/sequential_12_1/tf_bottleneck_9_1/tf_conv_49_1/mul_1,1 40 40 64,409600
448,functional_15_1/tfc3_6_1/sequential_12_1/tf_bottleneck_9_1/tf_conv_50_1/conv2d_50_1/BiasAdd;functional_15_1/tfc3_6_1/sequential_12_1/tf_bottleneck_9_1/tf_conv_50_1/conv2d_50_1/convolution;,1 40 40 64,409600
449,functional_15_1/tfc3_6_1/sequential_12_1/tf_bottleneck_9_1/tf_conv_50_1/Sigmoid,1 40 40 64,409600
450,functional_15_1/tfc3_6_1/sequential_12_1/tf_bottleneck_9_1/tf_conv_50_1/mul_1,1 40 40 64,409600
451,functional_15_1/tfc3_6_1/tf_conv_47_1/conv2d_47_1/BiasAdd;functional_15_1/tfc3_6_1/tf_conv_47_1/conv2d_47_1/convolution;,1 40 40 64,409600
452,functional_15_1/tfc3_6_1/tf_conv_47_1/Sigmoid,1 40 40 64,409600
453,functional_15_1/tfc3_6_1/tf_conv_47_1/mul_1,1 40 40 64,409600
454,functional_15_1/tfc3_6_1/concat,1 40 40 128,819200
