Id,Name,Shape,Size
578,efficientnetv2-s_1/block5d_activation_1/Sigmoid,1 24 24 960,2211840
579,efficientnetv2-s_1/block5d_activation_1/mul_1,1 24 24 960,2211840
580,efficientnetv2-s_1/block5d_se_squeeze_1/Mean,1 960,3840
581,efficientnetv2-s_1/block5d_se_reshape_1/Shape,2,8
582,efficientnetv2-s_1/block5d_se_reshape_1/strided_slice,,4
583,efficientnetv2-s_1/block5d_se_reshape_1/Reshape/shape,4,16
584,efficientnetv2-s_1/block5d_se_reshape_1/Reshape,1 1 1 960,3840
585,efficientnetv2-s_1/block5d_se_reduce_1/BiasAdd;efficientnetv2-s_1/block5d_se_reduce_1/convolution;efficientnetv2-s_1/block5d_se_reduce_1/Squeeze,1 1 1 40,160
586,efficientnetv2-s_1/block5d_se_reduce_1/Sigmoid,1 1 1 40,160
587,efficientnetv2-s_1/block5d_se_reduce_1/mul_1,1 1 1 40,160
588,efficientnetv2-s_1/block5d_se_expand_1/BiasAdd;efficientnetv2-s_1/block5d_se_expand_1/convolution;efficientnetv2-s_1/block5d_se_expand_1/Squeeze,1 1 1 960,3840
589,efficientnetv2-s_1/block5d_se_expand_1/Sigmoid,1 1 1 960,3840
590,efficientnetv2-s_1/block5d_se_excite_1/Mul,1 24 24 960,2211840
591,efficientnetv2-s_1/block5d_project_bn_1/batchnorm/add_1;efficientnetv2-s_1/block5d_project_conv_1/convolution;efficientnetv2-s_1/block5d_project_bn_1/batchnorm/sub,1 24 24 160,368640
592,efficientnetv2-s_1/block5d_add_1/Add,1 24 24 160,368640
593,efficientnetv2-s_1/block5e_expand_bn_1/batchnorm/add_1;efficientnetv2-s_1/block5e_expand_conv_1/convolution;efficientnetv2-s_1/block5e_expand_bn_1/batchnorm/sub,1 24 24 960,2211840
594,efficientnetv2-s_1/block5e_expand_activation_1/Sigmoid,1 24 24 960,2211840
595,efficientnetv2-s_1/block5e_expand_activation_1/mul_1,1 24 24 960,2211840
596,efficientnetv2-s_1/block5e_bn_1/batchnorm/add_1;efficientnetv2-s_1/block5e_bn_1/batchnorm/mul_1;efficientnetv2-s_1/block5e_dwconv2_1/depthwise;efficientnetv2-s_1/block5e_bn_1/batchnorm/mul;efficientnetv2-s_1/block5e_bn_1/batchnorm/sub,1 24 24 960,2211840
597,efficientnetv2-s_1/block5e_activation_1/Sigmoid,1 24 24 960,2211840
598,efficientnetv2-s_1/block5e_activation_1/mul_1,1 24 24 960,2211840
599,efficientnetv2-s_1/block5e_se_squeeze_1/Mean,1 960,3840
600,efficientnetv2-s_1/block5e_se_reshape_1/Shape,2,8
601,efficientnetv2-s_1/block5e_se_reshape_1/strided_slice,,4
602,efficientnetv2-s_1/block5e_se_reshape_1/Reshape/shape,4,16
603,efficientnetv2-s_1/block5e_se_reshape_1/Reshape,1 1 1 960,3840
604,efficientnetv2-s_1/block5e_se_reduce_1/BiasAdd;efficientnetv2-s_1/block5e_se_reduce_1/convolution;efficientnetv2-s_1/block5e_se_reduce_1/Squeeze,1 1 1 40,160
605,efficientnetv2-s_1/block5e_se_reduce_1/Sigmoid,1 1 1 40,160
606,efficientnetv2-s_1/block5e_se_reduce_1/mul_1,1 1 1 40,160
607,efficientnetv2-s_1/block5e_se_expand_1/BiasAdd;efficientnetv2-s_1/block5e_se_expand_1/convolution;efficientnetv2-s_1/block5e_se_expand_1/Squeeze,1 1 1 960,3840
608,efficientnetv2-s_1/block5e_se_expand_1/Sigmoid,1 1 1 960,3840
609,efficientnetv2-s_1/block5e_se_excite_1/Mul,1 24 24 960,2211840
610,efficientnetv2-s_1/block5e_project_bn_1/batchnorm/add_1;efficientnetv2-s_1/block5e_project_conv_1/convolution;efficientnetv2-s_1/block5e_project_bn_1/batchnorm/sub,1 24 24 160,368640
611,efficientnetv2-s_1/block5e_add_1/Add,1 24 24 160,368640
612,efficientnetv2-s_1/block5f_expand_bn_1/batchnorm/add_1;efficientnetv2-s_1/block5f_expand_conv_1/convolution;efficientnetv2-s_1/block5f_expand_bn_1/batchnorm/sub,1 24 24 960,2211840
613,efficientnetv2-s_1/block5f_expand_activation_1/Sigmoid,1 24 24 960,2211840
614,efficientnetv2-s_1/block5f_expand_activation_1/mul_1,1 24 24 960,2211840
615,efficientnetv2-s_1/block5f_bn_1/batchnorm/add_1;efficientnetv2-s_1/block5f_bn_1/batchnorm/mul_1;efficientnetv2-s_1/block5f_dwconv2_1/depthwise;efficientnetv2-s_1/block5f_bn_1/batchnorm/mul;efficientnetv2-s_1/block5f_bn_1/batchnorm/sub,1 24 24 960,2211840
616,efficientnetv2-s_1/block5f_activation_1/Sigmoid,1 24 24 960,2211840
617,efficientnetv2-s_1/block5f_activation_1/mul_1,1 24 24 960,2211840
618,efficientnetv2-s_1/block5f_se_squeeze_1/Mean,1 960,3840
619,efficientnetv2-s_1/block5f_se_reshape_1/Shape,2,8
620,efficientnetv2-s_1/block5f_se_reshape_1/strided_slice,,4
621,efficientnetv2-s_1/block5f_se_reshape_1/Reshape/shape,4,16
622,efficientnetv2-s_1/block5f_se_reshape_1/Reshape,1 1 1 960,3840
623,efficientnetv2-s_1/block5f_se_reduce_1/BiasAdd;efficientnetv2-s_1/block5f_se_reduce_1/convolution;efficientnetv2-s_1/block5f_se_reduce_1/Squeeze,1 1 1 40,160
624,efficientnetv2-s_1/block5f_se_reduce_1/Sigmoid,1 1 1 40,160
625,efficientnetv2-s_1/block5f_se_reduce_1/mul_1,1 1 1 40,160
626,efficientnetv2-s_1/block5f_se_expand_1/BiasAdd;efficientnetv2-s_1/block5f_se_expand_1/convolution;efficientnetv2-s_1/block5f_se_expand_1/Squeeze,1 1 1 960,3840
627,efficientnetv2-s_1/block5f_se_expand_1/Sigmoid,1 1 1 960,3840
628,efficientnetv2-s_1/block5f_se_excite_1/Mul,1 24 24 960,2211840
629,efficientnetv2-s_1/block5f_project_bn_1/batchnorm/add_1;efficientnetv2-s_1/block5f_project_conv_1/convolution;efficientnetv2-s_1/block5f_project_bn_1/batchnorm/sub,1 24 24 160,368640
630,efficientnetv2-s_1/block5f_add_1/Add,1 24 24 160,368640
631,efficientnetv2-s_1/block5g_expand_bn_1/batchnorm/add_1;efficientnetv2-s_1/block5g_expand_conv_1/convolution;efficientnetv2-s_1/block5g_expand_bn_1/batchnorm/sub,1 24 24 960,2211840
632,efficientnetv2-s_1/block5g_expand_activation_1/Sigmoid,1 24 24 960,2211840
633,efficientnetv2-s_1/block5g_expand_activation_1/mul_1,1 24 24 960,2211840
634,efficientnetv2-s_1/block5g_bn_1/batchnorm/add_1;efficientnetv2-s_1/block5g_bn_1/batchnorm/mul_1;efficientnetv2-s_1/block5g_dwconv2_1/depthwise;efficientnetv2-s_1/block5g_bn_1/batchnorm/mul;efficientnetv2-s_1/block5g_bn_1/batchnorm/sub,1 24 24 960,2211840
635,efficientnetv2-s_1/block5g_activation_1/Sigmoid,1 24 24 960,2211840
636,efficientnetv2-s_1/block5g_activation_1/mul_1,1 24 24 960,2211840
637,efficientnetv2-s_1/block5g_se_squeeze_1/Mean,1 960,3840
638,efficientnetv2-s_1/block5g_se_reshape_1/Shape,2,8
639,efficientnetv2-s_1/block5g_se_reshape_1/strided_slice,,4
640,efficientnetv2-s_1/block5g_se_reshape_1/Reshape/shape,4,16
641,efficientnetv2-s_1/block5g_se_reshape_1/Reshape,1 1 1 960,3840
642,efficientnetv2-s_1/block5g_se_reduce_1/BiasAdd;efficientnetv2-s_1/block5g_se_reduce_1/convolution;efficientnetv2-s_1/block5g_se_reduce_1/Squeeze,1 1 1 40,160
643,efficientnetv2-s_1/block5g_se_reduce_1/Sigmoid,1 1 1 40,160
644,efficientnetv2-s_1/block5g_se_reduce_1/mul_1,1 1 1 40,160
645,efficientnetv2-s_1/block5g_se_expand_1/BiasAdd;efficientnetv2-s_1/block5g_se_expand_1/convolution;efficientnetv2-s_1/block5g_se_expand_1/Squeeze,1 1 1 960,3840
646,efficientnetv2-s_1/block5g_se_expand_1/Sigmoid,1 1 1 960,3840
647,efficientnetv2-s_1/block5g_se_excite_1/Mul,1 24 24 960,2211840
648,efficientnetv2-s_1/block5g_project_bn_1/batchnorm/add_1;efficientnetv2-s_1/block5g_project_conv_1/convolution;efficientnetv2-s_1/block5g_project_bn_1/batchnorm/sub,1 24 24 160,368640
649,efficientnetv2-s_1/block5g_add_1/Add,1 24 24 160,368640
650,efficientnetv2-s_1/block5h_expand_bn_1/batchnorm/add_1;efficientnetv2-s_1/block5h_expand_conv_1/convolution;efficientnetv2-s_1/block5h_expand_bn_1/batchnorm/sub,1 24 24 960,2211840
651,efficientnetv2-s_1/block5h_expand_activation_1/Sigmoid,1 24 24 960,2211840
652,efficientnetv2-s_1/block5h_expand_activation_1/mul_1,1 24 24 960,2211840
653,efficientnetv2-s_1/block5h_bn_1/batchnorm/add_1;efficientnetv2-s_1/block5h_bn_1/batchnorm/mul_1;efficientnetv2-s_1/block5h_dwconv2_1/depthwise;efficientnetv2-s_1/block5h_bn_1/batchnorm/mul;efficientnetv2-s_1/block5h_bn_1/batchnorm/sub,1 24 24 960,2211840
654,efficientnetv2-s_1/block5h_activation_1/Sigmoid,1 24 24 960,2211840
655,efficientnetv2-s_1/block5h_activation_1/mul_1,1 24 24 960,2211840
656,efficientnetv2-s_1/block5h_se_squeeze_1/Mean,1 960,3840
657,efficientnetv2-s_1/block5h_se_reshape_1/Shape,2,8
658,efficientnetv2-s_1/block5h_se_reshape_1/strided_slice,,4
659,efficientnetv2-s_1/block5h_se_reshape_1/Reshape/shape,4,16
660,efficientnetv2-s_1/block5h_se_reshape_1/Reshape,1 1 1 960,3840
661,efficientnetv2-s_1/block5h_se_reduce_1/BiasAdd;efficientnetv2-s_1/block5h_se_reduce_1/convolution;efficientnetv2-s_1/block5h_se_reduce_1/Squeeze,1 1 1 40,160
662,efficientnetv2-s_1/block5h_se_reduce_1/Sigmoid,1 1 1 40,160
663,efficientnetv2-s_1/block5h_se_reduce_1/mul_1,1 1 1 40,160
664,efficientnetv2-s_1/block5h_se_expand_1/BiasAdd;efficientnetv2-s_1/block5h_se_expand_1/convolution;efficientnetv2-s_1/block5h_se_expand_1/Squeeze,1 1 1 960,3840
665,efficientnetv2-s_1/block5h_se_expand_1/Sigmoid,1 1 1 960,3840
666,efficientnetv2-s_1/block5h_se_excite_1/Mul,1 24 24 960,2211840
667,efficientnetv2-s_1/block5h_project_bn_1/batchnorm/add_1;efficientnetv2-s_1/block5h_project_conv_1/convolution;efficientnetv2-s_1/block5h_project_bn_1/batchnorm/sub,1 24 24 160,368640
668,efficientnetv2-s_1/block5h_add_1/Add,1 24 24 160,368640
669,efficientnetv2-s_1/block5i_expand_bn_1/batchnorm/add_1;efficientnetv2-s_1/block5i_expand_conv_1/convolution;efficientnetv2-s_1/block5i_expand_bn_1/batchnorm/sub,1 24 24 960,2211840
670,efficientnetv2-s_1/block5i_expand_activation_1/Sigmoid,1 24 24 960,2211840
671,efficientnetv2-s_1/block5i_expand_activation_1/mul_1,1 24 24 960,2211840
672,efficientnetv2-s_1/block5i_bn_1/batchnorm/add_1;efficientnetv2-s_1/block5i_bn_1/batchnorm/mul_1;efficientnetv2-s_1/block5i_dwconv2_1/depthwise;efficientnetv2-s_1/block5i_bn_1/batchnorm/mul;efficientnetv2-s_1/block5i_bn_1/batchnorm/sub,1 24 24 960,2211840
673,efficientnetv2-s_1/block5i_activation_1/Sigmoid,1 24 24 960,2211840
674,efficientnetv2-s_1/block5i_activation_1/mul_1,1 24 24 960,2211840
675,efficientnetv2-s_1/block5i_se_squeeze_1/Mean,1 960,3840
676,efficientnetv2-s_1/block5i_se_reshape_1/Shape,2,8
677,efficientnetv2-s_1/block5i_se_reshape_1/strided_slice,,4
678,efficientnetv2-s_1/block5i_se_reshape_1/Reshape/shape,4,16
679,efficientnetv2-s_1/block5i_se_reshape_1/Reshape,1 1 1 960,3840
680,efficientnetv2-s_1/block5i_se_reduce_1/BiasAdd;efficientnetv2-s_1/block5i_se_reduce_1/convolution;efficientnetv2-s_1/block5i_se_reduce_1/Squeeze,1 1 1 40,160
681,efficientnetv2-s_1/block5i_se_reduce_1/Sigmoid,1 1 1 40,160
682,efficientnetv2-s_1/block5i_se_reduce_1/mul_1,1 1 1 40,160
683,efficientnetv2-s_1/block5i_se_expand_1/BiasAdd;efficientnetv2-s_1/block5i_se_expand_1/convolution;efficientnetv2-s_1/block5i_se_expand_1/Squeeze,1 1 1 960,3840
684,efficientnetv2-s_1/block5i_se_expand_1/Sigmoid,1 1 1 960,3840
685,efficientnetv2-s_1/block5i_se_excite_1/Mul,1 24 24 960,2211840
686,efficientnetv2-s_1/block5i_project_bn_1/batchnorm/add_1;efficientnetv2-s_1/block5i_project_conv_1/convolution;efficientnetv2-s_1/block5i_project_bn_1/batchnorm/sub,1 24 24 160,368640
687,efficientnetv2-s_1/block5i_add_1/Add,1 24 24 160,368640
688,efficientnetv2-s_1/block6a_expand_bn_1/batchnorm/add_1;efficientnetv2-s_1/block6a_expand_conv_1/convolution;efficientnetv2-s_1/block6a_expand_bn_1/batchnorm/sub,1 24 24 960,2211840
689,efficientnetv2-s_1/block6a_expand_activation_1/Sigmoid,1 24 24 960,2211840
690,efficientnetv2-s_1/block6a_expand_activation_1/mul_1,1 24 24 960,2211840
691,efficientnetv2-s_1/block6a_bn_1/batchnorm/add_1;efficientnetv2-s_1/block6a_bn_1/batchnorm/mul_1;efficientnetv2-s_1/block6a_dwconv2_1/depthwise;efficientnetv2-s_1/block6a_bn_1/batchnorm/mul;efficientnetv2-s_1/block6a_bn_1/batchnorm/sub,1 12 12 960,552960
692,efficientnetv2-s_1/block6a_activation_1/Sigmoid,1 12 12 960,552960
693,efficientnetv2-s_1/block6a_activation_1/mul_1,1 12 12 960,552960
694,efficientnetv2-s_1/block6a_se_squeeze_1/Mean,1 960,3840
695,efficientnetv2-s_1/block6a_se_reshape_1/Shape,2,8
696,efficientnetv2-s_1/block6a_se_reshape_1/strided_slice,,4
697,efficientnetv2-s_1/block6a_se_reshape_1/Reshape/shape,4,16
698,efficientnetv2-s_1/block6a_se_reshape_1/Reshape,1 1 1 960,3840
699,efficientnetv2-s_1/block6a_se_reduce_1/BiasAdd;efficientnetv2-s_1/block6a_se_reduce_1/convolution;efficientnetv2-s_1/block6a_se_reduce_1/Squeeze,1 1 1 40,160
700,efficientnetv2-s_1/block6a_se_reduce_1/Sigmoid,1 1 1 40,160
701,efficientnetv2-s_1/block6a_se_reduce_1/mul_1,1 1 1 40,160
702,efficientnetv2-s_1/block6a_se_expand_1/BiasAdd;efficientnetv2-s_1/block6a_se_expand_1/convolution;efficientnetv2-s_1/block6a_se_expand_1/Squeeze,1 1 1 960,3840
703,efficientnetv2-s_1/block6a_se_expand_1/Sigmoid,1 1 1 960,3840
704,efficientnetv2-s_1/block6a_se_excite_1/Mul,1 12 12 960,552960
705,efficientnetv2-s_1/block6a_project_bn_1/batchnorm/add_1;efficientnetv2-s_1/block6a_project_conv_1/convolution;efficientnetv2-s_1/block6a_project_bn_1/batchnorm/sub,1 12 12 256,147456
706,efficientnetv2-s_1/block6b_expand_bn_1/batchnorm/add_1;efficientnetv2-s_1/block6b_expand_conv_1/convolution;efficientnetv2-s_1/block6b_expand_bn_1/batchnorm/sub,1 12 12 1536,884736
707,efficientnetv2-s_1/block6b_expand_activation_1/Sigmoid,1 12 12 1536,884736
708,efficientnetv2-s_1/block6b_expand_activation_1/mul_1,1 12 12 1536,884736
709,efficientnetv2-s_1/block6b_bn_1/batchnorm/add_1;efficientnetv2-s_1/block6b_bn_1/batchnorm/mul_1;efficientnetv2-s_1/block6b_dwconv2_1/depthwise;efficientnetv2-s_1/block6b_bn_1/batchnorm/mul;efficientnetv2-s_1/block6b_bn_1/batchnorm/sub,1 12 12 1536,884736
710,efficientnetv2-s_1/block6b_activation_1/Sigmoid,1 12 12 1536,884736
711,efficientnetv2-s_1/block6b_activation_1/mul_1,1 12 12 1536,884736
712,efficientnetv2-s_1/block6b_se_squeeze_1/Mean,1 1536,6144
713,efficientnetv2-s_1/block6b_se_reshape_1/Shape,2,8
714,efficientnetv2-s_1/block6b_se_reshape_1/strided_slice,,4
715,efficientnetv2-s_1/block6b_se_reshape_1/Reshape/shape,4,16
716,efficientnetv2-s_1/block6b_se_reshape_1/Reshape,1 1 1 1536,6144
717,efficientnetv2-s_1/block6b_se_reduce_1/BiasAdd;efficientnetv2-s_1/block6b_se_reduce_1/convolution;efficientnetv2-s_1/block6b_se_reduce_1/Squeeze,1 1 1 64,256
718,efficientnetv2-s_1/block6b_se_reduce_1/Sigmoid,1 1 1 64,256
719,efficientnetv2-s_1/block6b_se_reduce_1/mul_1,1 1 1 64,256
720,efficientnetv2-s_1/block6b_se_expand_1/BiasAdd;efficientnetv2-s_1/block6b_se_expand_1/convolution;efficientnetv2-s_1/block6b_se_expand_1/Squeeze,1 1 1 1536,6144
721,efficientnetv2-s_1/block6b_se_expand_1/Sigmoid,1 1 1 1536,6144
722,efficientnetv2-s_1/block6b_se_excite_1/Mul,1 12 12 1536,884736
723,efficientnetv2-s_1/block6b_project_bn_1/batchnorm/add_1;efficientnetv2-s_1/block6b_project_conv_1/convolution;efficientnetv2-s_1/block6b_project_bn_1/batchnorm/sub,1 12 12 256,147456
724,efficientnetv2-s_1/block6b_add_1/Add,1 12 12 256,147456
725,efficientnetv2-s_1/block6c_expand_bn_1/batchnorm/add_1;efficientnetv2-s_1/block6c_expand_conv_1/convolution;efficientnetv2-s_1/block6c_expand_bn_1/batchnorm/sub,1 12 12 1536,884736
726,efficientnetv2-s_1/block6c_expand_activation_1/Sigmoid,1 12 12 1536,884736
727,efficientnetv2-s_1/block6c_expand_activation_1/mul_1,1 12 12 1536,884736
728,efficientnetv2-s_1/block6c_bn_1/batchnorm/add_1;efficientnetv2-s_1/block6c_bn_1/batchnorm/mul_1;efficientnetv2-s_1/block6c_dwconv2_1/depthwise;efficientnetv2-s_1/block6c_bn_1/batchnorm/mul;efficientnetv2-s_1/block6c_bn_1/batchnorm/sub,1 12 12 1536,884736
729,efficientnetv2-s_1/block6c_activation_1/Sigmoid,1 12 12 1536,884736
730,efficientnetv2-s_1/block6c_activation_1/mul_1,1 12 12 1536,884736
731,efficientnetv2-s_1/block6c_se_squeeze_1/Mean,1 1536,6144
732,efficientnetv2-s_1/block6c_se_reshape_1/Shape,2,8
733,efficientnetv2-s_1/block6c_se_reshape_1/strided_slice,,4
734,efficientnetv2-s_1/block6c_se_reshape_1/Reshape/shape,4,16
735,efficientnetv2-s_1/block6c_se_reshape_1/Reshape,1 1 1 1536,6144
736,efficientnetv2-s_1/block6c_se_reduce_1/BiasAdd;efficientnetv2-s_1/block6c_se_reduce_1/convolution;efficientnetv2-s_1/block6c_se_reduce_1/Squeeze,1 1 1 64,256
737,efficientnetv2-s_1/block6c_se_reduce_1/Sigmoid,1 1 1 64,256
738,efficientnetv2-s_1/block6c_se_reduce_1/mul_1,1 1 1 64,256
739,efficientnetv2-s_1/block6c_se_expand_1/BiasAdd;efficientnetv2-s_1/block6c_se_expand_1/convolution;efficientnetv2-s_1/block6c_se_expand_1/Squeeze,1 1 1 1536,6144
740,efficientnetv2-s_1/block6c_se_expand_1/Sigmoid,1 1 1 1536,6144
741,efficientnetv2-s_1/block6c_se_excite_1/Mul,1 12 12 1536,884736
742,efficientnetv2-s_1/block6c_project_bn_1/batchnorm/add_1;efficientnetv2-s_1/block6c_project_conv_1/convolution;efficientnetv2-s_1/block6c_project_bn_1/batchnorm/sub,1 12 12 256,147456
743,efficientnetv2-s_1/block6c_add_1/Add,1 12 12 256,147456
744,efficientnetv2-s_1/block6d_expand_bn_1/batchnorm/add_1;efficientnetv2-s_1/block6d_expand_conv_1/convolution;efficientnetv2-s_1/block6d_expand_bn_1/batchnorm/sub,1 12 12 1536,884736
745,efficientnetv2-s_1/block6d_expand_activation_1/Sigmoid,1 12 12 1536,884736
746,efficientnetv2-s_1/block6d_expand_activation_1/mul_1,1 12 12 1536,884736
747,efficientnetv2-s_1/block6d_bn_1/batchnorm/add_1;efficientnetv2-s_1/block6d_bn_1/batchnorm/mul_1;efficientnetv2-s_1/block6d_dwconv2_1/depthwise;efficientnetv2-s_1/block6d_bn_1/batchnorm/mul;efficientnetv2-s_1/block6d_bn_1/batchnorm/sub,1 12 12 1536,884736
748,efficientnetv2-s_1/block6d_activation_1/Sigmoid,1 12 12 1536,884736
749,efficientnetv2-s_1/block6d_activation_1/mul_1,1 12 12 1536,884736
750,efficientnetv2-s_1/block6d_se_squeeze_1/Mean,1 1536,6144
751,efficientnetv2-s_1/block6d_se_reshape_1/Shape,2,8
752,efficientnetv2-s_1/block6d_se_reshape_1/strided_slice,,4
753,efficientnetv2-s_1/block6d_se_reshape_1/Reshape/shape,4,16
754,efficientnetv2-s_1/block6d_se_reshape_1/Reshape,1 1 1 1536,6144
755,efficientnetv2-s_1/block6d_se_reduce_1/BiasAdd;efficientnetv2-s_1/block6d_se_reduce_1/convolution;efficientnetv2-s_1/block6d_se_reduce_1/Squeeze,1 1 1 64,256
756,efficientnetv2-s_1/block6d_se_reduce_1/Sigmoid,1 1 1 64,256
757,efficientnetv2-s_1/block6d_se_reduce_1/mul_1,1 1 1 64,256
758,efficientnetv2-s_1/block6d_se_expand_1/BiasAdd;efficientnetv2-s_1/block6d_se_expand_1/convolution;efficientnetv2-s_1/block6d_se_expand_1/Squeeze,1 1 1 1536,6144
759,efficientnetv2-s_1/block6d_se_expand_1/Sigmoid,1 1 1 1536,6144
760,efficientnetv2-s_1/block6d_se_excite_1/Mul,1 12 12 1536,884736
761,efficientnetv2-s_1/block6d_project_bn_1/batchnorm/add_1;efficientnetv2-s_1/block6d_project_conv_1/convolution;efficientnetv2-s_1/block6d_project_bn_1/batchnorm/sub,1 12 12 256,147456
762,efficientnetv2-s_1/block6d_add_1/Add,1 12 12 256,147456
763,efficientnetv2-s_1/block6e_expand_bn_1/batchnorm/add_1;efficientnetv2-s_1/block6e_expand_conv_1/convolution;efficientnetv2-s_1/block6e_expand_bn_1/batchnorm/sub,1 12 12 1536,884736
764,efficientnetv2-s_1/block6e_expand_activation_1/Sigmoid,1 12 12 1536,884736
765,efficientnetv2-s_1/block6e_expand_activation_1/mul_1,1 12 12 1536,884736
766,efficientnetv2-s_1/block6e_bn_1/batchnorm/add_1;efficientnetv2-s_1/block6e_bn_1/batchnorm/mul_1;efficientnetv2-s_1/block6e_dwconv2_1/depthwise;efficientnetv2-s_1/block6e_bn_1/batchnorm/mul;efficientnetv2-s_1/block6e_bn_1/batchnorm/sub,1 12 12 1536,884736
767,efficientnetv2-s_1/block6e_activation_1/Sigmoid,1 12 12 1536,884736
768,efficientnetv2-s_1/block6e_activation_1/mul_1,1 12 12 1536,884736
769,efficientnetv2-s_1/block6e_se_squeeze_1/Mean,1 1536,6144
770,efficientnetv2-s_1/block6e_se_reshape_1/Shape,2,8
771,efficientnetv2-s_1/block6e_se_reshape_1/strided_slice,,4
772,efficientnetv2-s_1/block6e_se_reshape_1/Reshape/shape,4,16
773,efficientnetv2-s_1/block6e_se_reshape_1/Reshape,1 1 1 1536,6144
774,efficientnetv2-s_1/block6e_se_reduce_1/BiasAdd;efficientnetv2-s_1/block6e_se_reduce_1/convolution;efficientnetv2-s_1/block6e_se_reduce_1/Squeeze,1 1 1 64,256
775,efficientnetv2-s_1/block6e_se_reduce_1/Sigmoid,1 1 1 64,256
776,efficientnetv2-s_1/block6e_se_reduce_1/mul_1,1 1 1 64,256
777,efficientnetv2-s_1/block6e_se_expand_1/BiasAdd;efficientnetv2-s_1/block6e_se_expand_1/convolution;efficientnetv2-s_1/block6e_se_expand_1/Squeeze,1 1 1 1536,6144
778,efficientnetv2-s_1/block6e_se_expand_1/Sigmoid,1 1 1 1536,6144
779,efficientnetv2-s_1/block6e_se_excite_1/Mul,1 12 12 1536,884736
780,efficientnetv2-s_1/block6e_project_bn_1/batchnorm/add_1;efficientnetv2-s_1/block6e_project_conv_1/convolution;efficientnetv2-s_1/block6e_project_bn_1/batchnorm/sub,1 12 12 256,147456
781,efficientnetv2-s_1/block6e_add_1/Add,1 12 12 256,147456
782,efficientnetv2-s_1/block6f_expand_bn_1/batchnorm/add_1;efficientnetv2-s_1/block6f_expand_conv_1/convolution;efficientnetv2-s_1/block6f_expand_bn_1/batchnorm/sub,1 12 12 1536,884736
783,efficientnetv2-s_1/block6f_expand_activation_1/Sigmoid,1 12 12 1536,884736
784,efficientnetv2-s_1/block6f_expand_activation_1/mul_1,1 12 12 1536,884736
785,efficientnetv2-s_1/block6f_bn_1/batchnorm/add_1;efficientnetv2-s_1/block6f_bn_1/batchnorm/mul_1;efficientnetv2-s_1/block6f_dwconv2_1/depthwise;efficientnetv2-s_1/block6f_bn_1/batchnorm/mul;efficientnetv2-s_1/block6f_bn_1/batchnorm/sub,1 12 12 1536,884736
786,efficientnetv2-s_1/block6f_activation_1/Sigmoid,1 12 12 1536,884736
787,efficientnetv2-s_1/block6f_activation_1/mul_1,1 12 12 1536,884736
788,efficientnetv2-s_1/block6f_se_squeeze_1/Mean,1 1536,6144
789,efficientnetv2-s_1/block6f_se_reshape_1/Shape,2,8
790,efficientnetv2-s_1/block6f_se_reshape_1/strided_slice,,4
791,efficientnetv2-s_1/block6f_se_reshape_1/Reshape/shape,4,16
792,efficientnetv2-s_1/block6f_se_reshape_1/Reshape,1 1 1 1536,6144
793,efficientnetv2-s_1/block6f_se_reduce_1/BiasAdd;efficientnetv2-s_1/block6f_se_reduce_1/convolution;efficientnetv2-s_1/block6f_se_reduce_1/Squeeze,1 1 1 64,256
794,efficientnetv2-s_1/block6f_se_reduce_1/Sigmoid,1 1 1 64,256
795,efficientnetv2-s_1/block6f_se_reduce_1/mul_1,1 1 1 64,256
796,efficientnetv2-s_1/block6f_se_expand_1/BiasAdd;efficientnetv2-s_1/block6f_se_expand_1/convolution;efficientnetv2-s_1/block6f_se_expand_1/Squeeze,1 1 1 1536,6144
797,efficientnetv2-s_1/block6f_se_expand_1/Sigmoid,1 1 1 1536,6144
798,efficientnetv2-s_1/block6f_se_excite_1/Mul,1 12 12 1536,884736
799,efficientnetv2-s_1/block6f_project_bn_1/batchnorm/add_1;efficientnetv2-s_1/block6f_project_conv_1/convolution;efficientnetv2-s_1/block6f_project_bn_1/batchnorm/sub,1 12 12 256,147456
800,efficientnetv2-s_1/block6f_add_1/Add,1 12 12 256,147456
801,efficientnetv2-s_1/block6g_expand_bn_1/batchnorm/add_1;efficientnetv2-s_1/block6g_expand_conv_1/convolution;efficientnetv2-s_1/block6g_expand_bn_1/batchnorm/sub,1 12 12 1536,884736
802,efficientnetv2-s_1/block6g_expand_activation_1/Sigmoid,1 12 12 1536,884736
803,efficientnetv2-s_1/block6g_expand_activation_1/mul_1,1 12 12 1536,884736
804,efficientnetv2-s_1/block6g_bn_1/batchnorm/add_1;efficientnetv2-s_1/block6g_bn_1/batchnorm/mul_1;efficientnetv2-s_1/block6g_dwconv2_1/depthwise;efficientnetv2-s_1/block6g_bn_1/batchnorm/mul;efficientnetv2-s_1/block6g_bn_1/batchnorm/sub,1 12 12 1536,884736
805,efficientnetv2-s_1/block6g_activation_1/Sigmoid,1 12 12 1536,884736
806,efficientnetv2-s_1/block6g_activation_1/mul_1,1 12 12 1536,884736
807,efficientnetv2-s_1/block6g_se_squeeze_1/Mean,1 1536,6144
808,efficientnetv2-s_1/block6g_se_reshape_1/Shape,2,8
809,efficientnetv2-s_1/block6g_se_reshape_1/strided_slice,,4
810,efficientnetv2-s_1/block6g_se_reshape_1/Reshape/shape,4,16
811,efficientnetv2-s_1/block6g_se_reshape_1/Reshape,1 1 1 1536,6144
